2026-01-14 09:57:39,116 | CALL | file=venv\Lib\site-packages\anyio\streams\memory.py | class=MemoryObjectReceiveStream | function=receive_nowait | line=86
2026-01-14 09:57:39,116 | CALL | file=venv\Lib\site-packages\anyio\_core\_synchronization.py | class=None | function=__new__ | line=83
2026-01-14 09:57:39,116 | CALL | file=venv\Lib\site-packages\anyio\_core\_eventloop.py | class=None | function=get_async_backend | line=185
2026-01-14 09:57:39,116 | CALL | file=venv\Lib\site-packages\anyio\_core\_eventloop.py | class=None | function=current_async_library | line=205
2026-01-14 09:57:39,117 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=None | function=create_event | line=2421
2026-01-14 09:57:39,117 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=None | function=__new__ | line=1773
2026-01-14 09:57:39,118 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=Event | function=__init__ | line=1776
2026-01-14 09:57:39,118 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=Event | function=__init__ | line=1776
2026-01-14 09:57:39,118 | CALL | file=venv\Lib\site-packages\typing_extensions.py | class=None | function=_check_generic | line=3105
2026-01-14 09:57:39,119 | CALL | file=venv\Lib\site-packages\typing_extensions.py | class=None | function=_collect_parameters | line=3228
2026-01-14 09:57:39,119 | CALL | file=venv\Lib\site-packages\typing_extensions.py | class=None | function=_has_generic_or_protocol_as_origin | line=3143
2026-01-14 09:57:39,119 | CALL | file=<string> | class=_MemoryObjectItemReceiver | function=__init__ | line=2
2026-01-14 09:57:39,119 | CALL | file=venv\Lib\site-packages\anyio\_core\_testing.py | class=None | function=get_current_task | line=56
2026-01-14 09:57:39,119 | CALL | file=venv\Lib\site-packages\anyio\_core\_eventloop.py | class=None | function=get_async_backend | line=185
2026-01-14 09:57:39,120 | CALL | file=venv\Lib\site-packages\anyio\_core\_eventloop.py | class=None | function=current_async_library | line=205
2026-01-14 09:57:39,120 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=None | function=get_current_task | line=2951
2026-01-14 09:57:39,120 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=AsyncIOTaskInfo | function=__init__ | line=2125
2026-01-14 09:57:39,120 | CALL | file=venv\Lib\site-packages\anyio\_core\_testing.py | class=AsyncIOTaskInfo | function=__init__ | line=22
2026-01-14 09:57:39,121 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=Event | function=wait | line=1785
2026-01-14 09:57:39,121 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=Event | function=is_set | line=1782
2026-01-14 09:57:39,122 | CALL | file=venv\Lib\site-packages\starlette\middleware\base.py | class=None | function=wrap | line=119
2026-01-14 09:57:39,122 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=Event | function=wait | line=1785
2026-01-14 09:57:39,122 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=Event | function=is_set | line=1782
2026-01-14 09:57:39,123 | CALL | file=<frozen abc> | class=None | function=__instancecheck__ | line=117
2026-01-14 09:57:39,123 | CALL | file=<frozen abc> | class=None | function=__subclasscheck__ | line=121
2026-01-14 09:57:39,123 | CALL | file=<frozen _collections_abc> | class=None | function=__subclasshook__ | line=182
2026-01-14 09:57:39,123 | CALL | file=<frozen _collections_abc> | class=None | function=_check_methods | line=104
2026-01-14 09:57:39,124 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_deliver_cancellation | line=556
2026-01-14 09:57:39,124 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=None | function=_task_started | line=358
2026-01-14 09:57:39,125 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=cancel_called | line=652
2026-01-14 09:57:39,125 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_deliver_cancellation | line=556
2026-01-14 09:57:39,126 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=_CachedRequest | function=stream | line=234
2026-01-14 09:57:39,126 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=Event | function=wait | line=1789
2026-01-14 09:57:39,126 | CALL | file=venv\Lib\site-packages\starlette\middleware\base.py | class=None | function=wrap | line=120
2026-01-14 09:57:39,128 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=TaskGroup | function=__aexit__ | line=755
2026-01-14 09:57:39,129 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=shield | line=664
2026-01-14 09:57:39,129 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=cancel | line=621
2026-01-14 09:57:39,129 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_deliver_cancellation | line=556
2026-01-14 09:57:39,129 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=None | function=_task_started | line=358
2026-01-14 09:57:39,130 | CALL | file=venv\Lib\site-packages\uvicorn\server.py | class=Server | function=serve | line=71
2026-01-14 09:57:39,130 | CALL | file=venv\Lib\site-packages\uvicorn\server.py | class=Server | function=_serve | line=89
2026-01-14 09:57:39,130 | CALL | file=venv\Lib\site-packages\uvicorn\server.py | class=Server | function=main_loop | line=230
2026-01-14 09:57:39,130 | CALL | file=venv\Lib\site-packages\uvicorn\server.py | class=Server | function=on_tick | line=233
2026-01-14 09:57:39,131 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=TaskGroup | function=task_done | line=805
2026-01-14 09:57:39,131 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_effectively_cancelled | line=526
2026-01-14 09:57:39,132 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_deliver_cancellation | line=556
2026-01-14 09:57:39,132 | CALL | file=venv\Lib\site-packages\starlette\middleware\base.py | class=TraceMiddleware | function=coro | line=144
2026-01-14 09:57:39,132 | CALL | file=venv\Lib\site-packages\starlette\middleware\cors.py | class=CORSMiddleware | function=__call__ | line=85
2026-01-14 09:57:39,132 | CALL | file=venv\Lib\site-packages\starlette\middleware\exceptions.py | class=ExceptionMiddleware | function=__call__ | line=63
2026-01-14 09:57:39,132 | CALL | file=venv\Lib\site-packages\starlette\_exception_handler.py | class=None | function=wrapped_app | line=42
2026-01-14 09:57:39,133 | CALL | file=venv\Lib\site-packages\fastapi\middleware\asyncexitstack.py | class=AsyncExitStackMiddleware | function=__call__ | line=18
2026-01-14 09:57:39,133 | CALL | file=venv\Lib\site-packages\starlette\routing.py | class=APIRouter | function=__call__ | line=716
2026-01-14 09:57:39,133 | CALL | file=venv\Lib\site-packages\starlette\routing.py | class=APIRouter | function=app | line=736
2026-01-14 09:57:39,133 | CALL | file=venv\Lib\site-packages\starlette\routing.py | class=APIRoute | function=handle | line=290
2026-01-14 09:57:39,133 | CALL | file=venv\Lib\site-packages\fastapi\routing.py | class=None | function=app | line=115
2026-01-14 09:57:39,134 | CALL | file=venv\Lib\site-packages\starlette\_exception_handler.py | class=None | function=wrapped_app | line=42
2026-01-14 09:57:39,134 | CALL | file=venv\Lib\site-packages\fastapi\routing.py | class=None | function=app | line=101
2026-01-14 09:57:39,134 | CALL | file=venv\Lib\site-packages\fastapi\routing.py | class=None | function=app | line=298
2026-01-14 09:57:39,134 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=body | line=243
2026-01-14 09:57:39,138 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=stream | line=228
2026-01-14 09:57:39,138 | CALL | file=venv\Lib\site-packages\starlette\middleware\base.py | class=None | function=receive_or_disconnect | line=117
2026-01-14 09:57:39,138 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=TaskGroup | function=__aexit__ | line=755
2026-01-14 09:57:39,139 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=__exit__ | line=450
2026-01-14 09:57:39,139 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_restart_cancellation_in_parent | line=602
2026-01-14 09:57:39,139 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_deliver_cancellation | line=556
2026-01-14 09:57:39,140 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=__exit__ | line=450
2026-01-14 09:57:39,140 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_restart_cancellation_in_parent | line=602
2026-01-14 09:57:39,140 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_parent_cancellation_is_visible_to_us | line=540
2026-01-14 09:57:39,141 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=shield | line=660
2026-01-14 09:57:39,141 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_effectively_cancelled | line=526
2026-01-14 09:57:39,141 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=shield | line=660
2026-01-14 09:57:39,141 | CALL | file=venv\Lib\site-packages\anyio\_core\_exceptions.py | class=None | function=iterate_exceptions | line=83
2026-01-14 09:57:39,142 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=None | function=is_anyio_cancellation | line=376
2026-01-14 09:57:39,142 | CALL | file=venv\Lib\site-packages\anyio\_core\_exceptions.py | class=None | function=iterate_exceptions | line=90
2026-01-14 09:57:39,142 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=Event | function=is_set | line=1782
2026-01-14 09:57:39,142 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=stream | line=234
2026-01-14 09:57:39,143 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=stream | line=238
2026-01-14 09:57:39,145 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=headers | line=123
2026-01-14 09:57:39,145 | CALL | file=venv\Lib\site-packages\starlette\datastructures.py | class=Headers | function=__init__ | line=507
2026-01-14 09:57:39,145 | CALL | file=<frozen _collections_abc> | class=Headers | function=get | line=804
2026-01-14 09:57:39,146 | CALL | file=venv\Lib\site-packages\starlette\datastructures.py | class=Headers | function=__getitem__ | line=546
2026-01-14 09:57:39,146 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=json | line=248
2026-01-14 09:57:39,146 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=body | line=240
2026-01-14 09:57:39,147 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\utils.py | class=None | function=solve_dependencies | line=563
2026-01-14 09:57:39,147 | CALL | file=venv\Lib\site-packages\starlette\responses.py | class=Response | function=__init__ | line=34
2026-01-14 09:57:39,147 | CALL | file=venv\Lib\site-packages\starlette\responses.py | class=Response | function=render | line=49
2026-01-14 09:57:39,147 | CALL | file=venv\Lib\site-packages\starlette\responses.py | class=Response | function=init_headers | line=56
2026-01-14 09:57:39,147 | CALL | file=venv\Lib\site-packages\starlette\responses.py | class=Response | function=headers | line=84
2026-01-14 09:57:39,147 | CALL | file=venv\Lib\site-packages\starlette\datastructures.py | class=MutableHeaders | function=__init__ | line=507
2026-01-14 09:57:39,148 | CALL | file=venv\Lib\site-packages\starlette\datastructures.py | class=MutableHeaders | function=__delitem__ | line=602
2026-01-14 09:57:39,148 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\utils.py | class=None | function=solve_dependencies | line=563
2026-01-14 09:57:39,148 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=path_params | line=135
2026-01-14 09:57:39,148 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\utils.py | class=None | function=request_params_to_args | line=743
2026-01-14 09:57:39,149 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=query_params | line=129
2026-01-14 09:57:39,149 | CALL | file=venv\Lib\site-packages\starlette\datastructures.py | class=QueryParams | function=__init__ | line=385
2026-01-14 09:57:39,149 | CALL | file=venv\Lib\site-packages\starlette\datastructures.py | class=QueryParams | function=__init__ | line=258
2026-01-14 09:57:39,149 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\utils.py | class=None | function=request_params_to_args | line=743
2026-01-14 09:57:39,149 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=headers | line=123
2026-01-14 09:57:39,150 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\utils.py | class=None | function=request_params_to_args | line=743
2026-01-14 09:57:39,150 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=cookies | line=139
2026-01-14 09:57:39,150 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=headers | line=123
2026-01-14 09:57:39,150 | CALL | file=venv\Lib\site-packages\starlette\datastructures.py | class=Headers | function=getlist | line=539
2026-01-14 09:57:39,151 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\utils.py | class=None | function=request_params_to_args | line=743
2026-01-14 09:57:39,151 | CALL | file=<string> | class=SolvedDependency | function=__init__ | line=2
2026-01-14 09:57:39,151 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\utils.py | class=None | function=_solve_generator | line=543
2026-01-14 09:57:39,152 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=Dependant | function=is_async_gen_callable | line=131
2026-01-14 09:57:39,152 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_impartial | line=25
2026-01-14 09:57:39,152 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_unwrapped_call | line=18
2026-01-14 09:57:39,152 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_impartial | line=25
2026-01-14 09:57:39,152 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_unwrapped_call | line=18
2026-01-14 09:57:39,153 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_impartial | line=25
2026-01-14 09:57:39,153 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_impartial | line=25
2026-01-14 09:57:39,153 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_impartial | line=25
2026-01-14 09:57:39,153 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_unwrapped_call | line=18
2026-01-14 09:57:39,154 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_impartial | line=25
2026-01-14 09:57:39,154 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_unwrapped_call | line=18
2026-01-14 09:57:39,154 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_impartial | line=25
2026-01-14 09:57:39,155 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_impartial | line=25
2026-01-14 09:57:39,155 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_unwrapped_call | line=18
2026-01-14 09:57:39,156 | CALL | file=venv\Lib\site-packages\fastapi\dependencies\models.py | class=None | function=_impartial | line=25
